smiles,property,value
[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(=S)[*],Egb,1.1979
[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2O[*],Egb,2.4038
[*]C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2C(=S)[*],Egb,1.8035
[*]C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2O[*],Egb,1.7412
[*]C(C=C1)=CC=C1C(=S)OC(=S)[*],Egb,2.364
[*]C(C=C1)=CC=C1OC(S2)=CC=C2O[*],Egb,4.0372
[*]C(C=C1)=CC=C1OC(C=C2)=CC=C2O[*],Egb,3.6966
[*]C(C=C1)=CC=C1OC(=S)C(S2)=CC=C2[*],Egb,2.0472
[*]C(C=C1)=CC=C1OC(=S)O[*],Egb,3.9415
[*]CC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Egb,2.1001
[*]CC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],Egb,1.7203
[*]CC(S1)=CC=C1C(S2)=CC=C2O[*],Egb,2.9968
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Egb,2.512
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Egb,1.9959
[*]CC(S1)=CC=C1C(C=C2)=CC=C2O[*],Egb,2.9246
[*]CC(S1)=CC=C1CC(S2)=CC=C2[*],Egb,4.1954
[*]CC(S1)=CC=C1CC(=S)[*],Egb,2.5553
[*]CC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],Egb,2.7131
[*]CC(S1)=CC=C1C(=O)C(=S)[*],Egb,2.693
[*]CC(S1)=CC=C1C(=O)O[*],Egb,3.78
[*]CC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Egb,2.2961
[*]CC(S1)=CC=C1C(=S)O[*],Egb,2.676
[*]CC(S1)=CC=C1NC(S2)=CC=C2[*],Egb,3.6624
[*]CC(S1)=CC=C1NC(=S)[*],Egb,2.8469
[*]CC(S1)=CC=C1NO[*],Egb,3.8409
[*]CC(S1)=CC=C1OC(S2)=CC=C2[*],Egb,4.26
[*]CC(S1)=CC=C1OC(=S)[*],Egb,3.0541
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Egb,2.8214
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],Egb,2.7314
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],Egb,1.9323
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Egb,2.8951
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],Egb,3.4166
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Egb,2.5561
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2O[*],Egb,3.7323
[*]CC(C=C1)=CC=C1CC(S2)=CC=C2[*],Egb,4.0831
[*]CC(C=C1)=CC=C1CC(C=C2)=CC=C2[*],Egb,4.2049
[*]CC(C=C1)=CC=C1CC(=S)[*],Egb,2.9253
[*]CC(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],Egb,3.4106
[*]CC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],Egb,3.8451
[*]CC(C=C1)=CC=C1C(=O)C(=S)[*],Egb,2.5816
[*]CC(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],Egb,2.5143
[*]CC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Egb,2.3058
[*]CC(C=C1)=CC=C1C(=S)O[*],Egb,3.1473
[*]CC(C=C1)=CC=C1NC(S2)=CC=C2[*],Egb,3.5013
[*]CC(C=C1)=CC=C1NC(C=C2)=CC=C2[*],Egb,3.7655
[*]CC(C=C1)=CC=C1NC(=S)[*],Egb,3.5265
[*]CC(C=C1)=CC=C1NO[*],Egb,4.426
[*]CC(C=C1)=CC=C1OC(S2)=CC=C2[*],Egb,4.0475
[*]CC(C=C1)=CC=C1OC(=S)[*],Egb,3.7121
[*]CCC(S1)=CC=C1C(S2)=CC=C2[*],Egb,2.7315
[*]CCC(S1)=CC=C1C(=S)[*],Egb,2.295
[*]CCC(S1)=CC=C1O[*],Egb,4.1608
[*]CCC(C=C1)=CC=C1C(S2)=CC=C2[*],Egb,2.9495
[*]CCC(C=C1)=CC=C1C(=S)[*],Egb,2.7697
[*]CCC(C=C1)=CC=C1O[*],Egb,4.052
[*]CCCC(S1)=CC=C1[*],Egb,4.2755
[*]CCCC(C=C1)=CC=C1[*],Egb,4.7657
[*]CCCC(=O)[*],Egb,5.13
[*]CCCC(=S)[*],Egb,2.9464
[*]CCC(=O)C(S1)=CC=C1[*],Egb,3.1093
[*]CCC(=O)C(C=C1)=CC=C1[*],Egb,3.6964
[*]CCC(=O)C(=S)[*],Egb,1.8131
[*]CCC(=S)O[*],Egb,3.8308
[*]CCNC(S1)=CC=C1[*],Egb,3.793
[*]CCNC(C=C1)=CC=C1[*],Egb,3.689
[*]CCNC(=S)[*],Egb,3.6727
[*]CCON[*],Egb,5.7904
[*]CC(=O)C(S1)=CC=C1C(S2)=CC=C2[*],Egb,2.3893
[*]CC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],Egb,2.5123
[*]CC(=O)C(S1)=CC=C1C(=O)[*],Egb,2.9786
[*]CC(=O)C(S1)=CC=C1C(=S)[*],Egb,2.3542
[*]CC(=O)C(S1)=CC=C1O[*],Egb,3.1722
[*]CC(=O)C(C=C1)=CC=C1C(S2)=CC=C2[*],Egb,2.5243
[*]CC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],Egb,3.0649
[*]CC(=O)C(C=C1)=CC=C1C(=O)[*],Egb,2.9172
[*]CC(=O)C(C=C1)=CC=C1C(=S)[*],Egb,2.4669
[*]CC(=O)C(C=C1)=CC=C1O[*],Egb,3.8893
[*]CC(=O)CC(S1)=CC=C1[*],Egb,3.7852
[*]CC(=O)CC(C=C1)=CC=C1[*],Egb,3.781
[*]CC(=O)CC(=O)[*],Egb,4.6959
[*]CC(=O)CC(=S)[*],Egb,3.1252
[*]CC(=O)CO[*],Egb,4.6507
[*]CC(=O)C(=S)C(S1)=CC=C1[*],Egb,2.1804
[*]CC(=O)C(=S)C(C=C1)=CC=C1[*],Egb,2.4428
[*]CC(=O)C(=S)C(=O)[*],Egb,1.4812
[*]CC(=O)C(=S)O[*],Egb,2.0217
[*]CC(=O)NC(S1)=CC=C1[*],Egb,3.9328
[*]CC(=O)NC(C=C1)=CC=C1[*],Egb,3.7951
[*]CC(=O)NC(=O)[*],Egb,4.8368
[*]CC(=O)NC(=S)[*],Egb,3.0348
[*]CC(=O)OC(S1)=CC=C1[*],Egb,4.2025
[*]CC(=O)OC(=O)[*],Egb,5.9215
[*]CC(=O)OC(=S)[*],Egb,3.73
[*]CC(=S)C(S1)=CC=C1C(=S)[*],Egb,1.6797
[*]CC(=S)C(S1)=CC=C1O[*],Egb,1.6344
[*]CC(=S)C(C=C1)=CC=C1C(=S)[*],Egb,1.4834
[*]CC(=S)C(C=C1)=CC=C1N[*],Egb,2.1148
[*]CC(=S)C(C=C1)=CC=C1O[*],Egb,2.3706
[*]CC(=S)CC(=S)[*],Egb,2.5638
[*]CC(=S)CO[*],Egb,2.5314
[*]CC(=S)C(=O)C(=S)[*],Egb,0.725
[*]CC(=S)C(=O)O[*],Egb,2.0697
[*]CC(=S)NC(=S)[*],Egb,1.7598
[*]CC(=S)NO[*],Egb,3.2554
[*]CC(=S)OC(=S)[*],Egb,2.7744
[*]CNC(S1)=CC=C1C(C=C2)=CC=C2[*],Egb,3.3441
[*]CNC(S1)=CC=C1C(=O)[*],Egb,2.5818
[*]CNC(S1)=CC=C1C(=S)[*],Egb,1.6806
[*]CNC(S1)=CC=C1N[*],Egb,3.5157
[*]CNC(S1)=CC=C1O[*],Egb,3.6125
[*]CNC(C=C1)=CC=C1C(S2)=CC=C2[*],Egb,3.1255
[*]CNC(C=C1)=CC=C1C(=O)[*],Egb,3.1969
[*]CNC(C=C1)=CC=C1N[*],Egb,3.4981
[*]CNC(C=C1)=CC=C1O[*],Egb,3.7495
[*]CNCC(S1)=CC=C1[*],Egb,4.1265
[*]CNCC(C=C1)=CC=C1[*],Egb,4.4323
[*]CNCC(=O)[*],Egb,3.6121
[*]CNCC(=S)[*],Egb,2.6614
[*]CNCN[*],Egb,6.2293
[*]CNCO[*],Egb,6.9282
[*]CNC(=O)C(S1)=CC=C1[*],Egb,3.849
[*]CNC(=O)C(=S)[*],Egb,2.3654
[*]CNC(=S)C(S1)=CC=C1[*],Egb,2.7289
[*]CNC(=S)C(C=C1)=CC=C1[*],Egb,3.1832
[*]CNC(=S)C(=O)[*],Egb,2.1003
[*]CNC(=S)N[*],Egb,3.9125
[*]CNC(=S)O[*],Egb,4.2201
[*]CNOC(S1)=CC=C1[*],Egb,4.0591
[*]CNOC(C=C1)=CC=C1[*],Egb,4.1647
[*]CNOC(=S)[*],Egb,3.5947
[*]CNON[*],Egb,4.8889
[*]COC(S1)=CC=C1C(C=C2)=CC=C2[*],Egb,3.0939
[*]COC(S1)=CC=C1O[*],Egb,4.3601
[*]COC(C=C1)=CC=C1O[*],Egb,4.685
[*]COC(=O)O[*],Egb,7.1042
[*]COC(=S)O[*],Egb,3.6556
[*]CONC(=O)[*],Egb,5.5012
[*]CONO[*],Egb,5.9349
[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Egb,1.2608
[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2C(=S)[*],Egb,1.6466
[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2O[*],Egb,2.3145
[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Egb,1.5224
[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Egb,1.9265
[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2O[*],Egb,2.0204
[*]C(=O)C(S1)=CC=C1C(=O)C(S2)=CC=C2[*],Egb,1.863
[*]C(=O)C(S1)=CC=C1C(=O)C(=S)[*],Egb,1.1902
[*]C(=O)C(S1)=CC=C1C(=O)O[*],Egb,3.202
[*]C(=O)C(S1)=CC=C1C(=S)O[*],Egb,2.3663
[*]C(=O)C(S1)=CC=C1OC(S2)=CC=C2[*],Egb,2.4838
[*]C(=O)C(S1)=CC=C1OC(=S)[*],Egb,1.6701
[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],Egb,1.7624
[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2O[*],Egb,2.7538
[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],Egb,2.5479
[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Egb,2.0643
[*]C(=O)C(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],Egb,2.4807
[*]C(=O)C(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],Egb,2.9556
[*]C(=O)C(C=C1)=CC=C1C(=O)C(=S)[*],Egb,1.6753
[*]C(=O)C(C=C1)=CC=C1C(=S)O[*],Egb,2.5144
[*]C(=O)C(C=C1)=CC=C1OC(S2)=CC=C2[*],Egb,3.0776
[*]C(=O)C(C=C1)=CC=C1OC(=S)[*],Egb,2.0547
[*]C(=O)C(=S)OC(=S)[*],Egb,1.4146
[*]C(=O)OC(S1)=CC=C1C(=S)[*],Egb,1.9856
[*]C(=O)OC(S1)=CC=C1O[*],Egb,3.6706
[*]C(=O)OC(C=C1)=CC=C1C(=S)[*],Egb,2.3448
[*]C(=O)OC(=O)O[*],Egb,5.926
[*]C(=O)OC(=S)O[*],Egb,3.9378
[*]NC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Egb,1.5003
[*]NC(S1)=CC=C1C(S2)=CC=C2C[*],Egb,2.8559
[*]NC(S1)=CC=C1C(S2)=CC=C2C(=O)[*],Egb,1.9451
[*]NC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],Egb,1.9074
[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Egb,1.6397
[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Egb,2.3796
[*]NC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],Egb,1.7108
[*]NC(S1)=CC=C1C(=O)C(=S)[*],Egb,1.4251
[*]NC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Egb,1.9993
[*]NC(S1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Egb,1.7781
[*]NC(S1)=CC=C1NC(S2)=CC=C2[*],Egb,3.4208
[*]NC(S1)=CC=C1NC(=S)[*],Egb,2.1538
[*]NC(S1)=CC=C1OC(S2)=CC=C2[*],Egb,3.9124
[*]NC(S1)=CC=C1OC(=S)[*],Egb,2.6588
[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Egb,2.587
[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],Egb,1.8163
[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],Egb,1.4764
[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Egb,1.8733
[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],Egb,2.9094
[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C[*],Egb,3.4971
[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],Egb,2.3255
[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2O[*],Egb,3.4585
[*]NC(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],Egb,2.3459
[*]NC(C=C1)=CC=C1C(=O)C(=S)[*],Egb,1.7009
[*]NC(C=C1)=CC=C1C(=O)O[*],Egb,3.977
[*]NC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Egb,1.8785
[*]NC(C=C1)=CC=C1NC(S2)=CC=C2[*],Egb,2.8374
[*]NC(C=C1)=CC=C1NO[*],Egb,3.6275
[*]NC(C=C1)=CC=C1OC(S2)=CC=C2[*],Egb,3.4138
[*]NC(C=C1)=CC=C1OC(C=C2)=CC=C2[*],Egb,3.2074
[*]NC(C=C1)=CC=C1OC(=S)[*],Egb,3.2479
[*]NC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],Egb,1.9448
[*]NC(=O)C(S1)=CC=C1C(=O)[*],Egb,2.6812
[*]NC(=O)C(S1)=CC=C1C(=S)[*],Egb,1.932
[*]NC(=O)C(S1)=CC=C1O[*],Egb,3.0418
[*]NC(=O)C(C=C1)=CC=C1C(S2)=CC=C2[*],Egb,1.9266
[*]NC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],Egb,2.6675
[*]NC(=O)C(C=C1)=CC=C1C(=S)[*],Egb,2.4238
[*]NC(=O)C(C=C1)=CC=C1O[*],Egb,3.6086
[*]NC(=O)C(=S)C(S1)=CC=C1[*],Egb,0.9512
[*]NC(=O)C(=S)C(C=C1)=CC=C1[*],Egb,1.5619
[*]NC(=O)C(=S)C(=O)[*],Egb,1.4363
[*]NC(=O)C(=S)O[*],Egb,2.095
[*]NC(=O)NC(S1)=CC=C1[*],Egb,3.137
[*]NC(=O)NC(C=C1)=CC=C1[*],Egb,3.4515
[*]NC(=O)NC(=O)[*],Egb,3.9867
[*]NC(=O)NC(=S)[*],Egb,2.0371
[*]NC(=O)NO[*],Egb,5.0658
[*]NC(=O)OC(S1)=CC=C1[*],Egb,3.4227
[*]NC(=O)OC(C=C1)=CC=C1[*],Egb,3.4546
[*]NC(=O)OC(=S)[*],Egb,2.5812
[*]NC(=S)C(=C1)SC(=C1)C(=S)[*],Egb,1.6122
[*]NC(=S)C(S1)=CC=C1O[*],Egb,2.3899
[*]NC(=S)C(C=C1)=CC=C1O[*],Egb,2.6021
[*]NC(=S)C(=O)C(=S)[*],Egb,1.5026
[*]NC(=S)C(=O)O[*],Egb,1.8481
[*]NC(=S)NC(C=C1)=CC=C1[*],Egb,2.6405
[*]NC(=S)NC(=S)[*],Egb,2.0315
[*]NC(=S)NO[*],Egb,3.3916
[*]NC(=S)OC(=S)[*],Egb,2.4316
[*]NOC(C=C1)=CC=C1O[*],Egb,4.5587
[*]NOC(=O)O[*],Egb,5.0089
[*]NOC(=S)O[*],Egb,3.7133
[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NC(C=C2)=CC=C2OC(C=C3)=CC=C3[*],Egb,2.9952
[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NC(C=C2)=CC=C2CC(C=C3)=CC=C3[*],Egb,3.6012
[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NCCCCCCC[*],Egb,3.5538
[*]NC(=S)NC(C=C1)=CC=C1CC(C=C2)=CC=C2[*],Egb,3.7898
[*]CCOCCOC(=O)NC(=CC=C1(C))C=C1NC(=O)O[*],Egb,4.5558
[*]C(C=C1)=CC=C1C(=O)NC(=O)[*],Egb,3.4047
[*]NC(=O)OC(=O)[*],Egb,4.9145
[*]C(=O)C(=S)C(=O)O[*],Egb,1.4341
[*]C(C=C1)=CC=C1OC(=O)CC(=O)CCO[*],Egb,3.7901
[*]CCOC(=S)NC(=S)C(C=C1)=CC=C1N[*],Egb,2.4106
[*]CNCCCOCO[*],Egb,6.3311
[*]CNCNC(=O)NC(=O)N[*],Egb,5.4
[*]CNC(=O)NCOCO[*],Egb,6.6011
[*]CNC(=O)ONC(=O)NO[*],Egb,5.9707
[*]COCOCCCO[*],Egb,7.1737
[*]COC(=O)NCCNC[*],Egb,6.3647
[*]C(=O)C(S1)=CC=C1NC(=S)OC(S2)=CC=C2NC(S3)=CC=C3[*],Egb,2.3992
[*]C(=O)NC(=O)CNC(=O)ON[*],Egb,4.9352
[*]C(=O)NC(=O)NCCCN[*],Egb,6.0227
[*]C(=O)NC(=O)NC(=O)NC(S1)=CC=C1N[*],Egb,3.2632
[*]C(=O)NC(=O)OC(=O)NCN[*],Egb,5.4649
[*]C(=O)NOCCCCO[*],Egb,5.6793
[*]OC(C=C1)=CC=C1C(=O)C(S2)=CC=C2C(=O)NOC(=O)[*],Egb,2.9014
[*]C(F)(F)C(S1)=CC=C1C(F)(F)C(S2)=CC=C2[*],Egb,3.3708
[*]C(F)(F)C(S1)=CC=C1C(F)(F)C(=S)[*],Egb,2.1503
[*]C(F)(F)C(S1)=CC=C1C(F)(F)O[*],Egb,3.9843
[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(S2)=CC=C2[*],Egb,3.9825
[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(C=C2)=CC=C2[*],Egb,4.1742
[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(=S)[*],Egb,2.4957
[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)O[*],Egb,4.4042
[*]C(F)(F)C(F)(F)C(S1)=CC=C1C(=S)[*],Egb,2.1029
[*]C(F)(F)C(F)(F)C(S1)=CC=C1O[*],Egb,4.0762
[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(S2)=CC=C2[*],Egb,4.0895
[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],Egb,3.2719
[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(=S)[*],Egb,2.3476
[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1O[*],Egb,4.7894
[*]C(F)(F)C(F)(F)CC(S1)=CC=C1[*],Egb,4.5178
[*]C(F)(F)C(F)(F)CC(C=C1)=CC=C1[*],Egb,5.11
[*]C(F)(F)C(F)(F)CC(=O)[*],Egb,5.0395
[*]C(F)(F)C(F)(F)CC(=S)[*],Egb,2.143
[*]C(F)(F)C(F)(F)CN[*],Egb,7.8675
[*]C(F)(F)C(F)(F)CO[*],Egb,8.8494
[*]C(F)(F)C(F)(F)C(=O)C(S1)=CC=C1[*],Egb,3.0077
[*]C(F)(F)C(F)(F)C(=O)C(C=C1)=CC=C1[*],Egb,3.5762
[*]C(F)(F)C(F)(F)C(=O)C(=S)[*],Egb,1.5715
[*]C(F)(F)C(F)(F)C(=S)O[*],Egb,3.1746
[*]C(F)(F)C(F)(F)NC(S1)=CC=C1[*],Egb,3.3898
[*]C(F)(F)C(F)(F)NC(C=C1)=CC=C1[*],Egb,4.1626
[*]C(F)(F)C(F)(F)NC(=O)[*],Egb,5.4991
[*]C(F)(F)C(F)(F)NC(=S)[*],Egb,2.8927
[*]C(F)(F)C(F)(F)ON[*],Egb,6.3342
[*]C(F)(F)CC(F)(F)C(S1)=CC=C1[*],Egb,3.8644
[*]C(F)(F)CC(F)(F)C(C=C1)=CC=C1[*],Egb,4.3368
[*]C(F)(F)CC(F)(F)C(=O)[*],Egb,4.9978
[*]C(F)(F)CC(F)(F)C(=S)[*],Egb,2.4856
[*]C(F)(F)CC(F)(F)N[*],Egb,8.287
[*]C(F)(F)CC(F)(F)O[*],Egb,10.0451
[*]C(F)(F)C(=O)C(F)(F)C(=O)[*],Egb,3.1408
[*]C(F)(F)C(=O)C(F)(F)O[*],Egb,5.2263
[*]C(F)(F)C(=S)C(F)(F)O[*],Egb,2.4298
[*]C(F)(F)NC(F)(F)C(S1)=CC=C1[*],Egb,3.6543
[*]C(F)(F)NC(F)(F)C(C=C1)=CC=C1[*],Egb,4.2709
[*]C(F)(F)NC(F)(F)C(=O)[*],Egb,5.0875
[*]C(F)(F)NC(F)(F)C(=S)[*],Egb,2.6094
[*]C(F)(F)NC(F)(F)N[*],Egb,8.2637
[*]C(F)(F)NC(F)(F)O[*],Egb,8.991
[*]C(C#N)C(C#N)(C#N)[*],Egb,5.8992
[*]CC(C#N)(C#N)[*],Egb,6.9314
[*]CC(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],Egb,6.2447
[*]CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],Egb,6.2667
[*]CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],Egb,5.9056
[*]CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],Egb,6.5308
[*]CC(C#N)(C#N)CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],Egb,6.4504
[*]C([2H])=C([*])[2H],Egb,0.6605
[*]CC([*])C,Eea,0.4343
[*]CC([*])F,Eea,0.874
[*]CC([*])(F)F,Eea,1.1415
[*]C(F)C([*])(F)F,Eea,1.524
[*]CCC(F)(F)C([*])(F)F,Eea,0.4489
[*]CO[*],Eea,0.9897
[*]CCO[*],Eea,0.3936
[*]CC(O[*])C(F)(F)F,Eea,0.7546
[*]CCCO[*],Eea,0.5672
[*]Oc1ccc(Cc2ccc([*])cc2)cc1,Eea,1.1795
[*]CCCCCOCO[*],Eea,0.5413
[*]CCOC(=O)NCCOCCOCCNC(=O)O[*],Eea,0.573
[*]c1ccc(-c2nc3cc4nc([*])oc4cc3o2)cc1,Eea,3.0398
[*]CCCCCS[*],Eea,0.5118
[*]Sc1ccc([*])cc1,Eea,2.0372
[*]CCOC(=O)CCCCC(=O)O[*],Eea,1.0754
[*]CCOC(=O)CCCCCCC(=O)O[*],Eea,0.8924
[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,Eea,2.2723
[*]CCCCOC(=O)c1ccc(C(=O)O[*])cc1,Eea,2.4936
[*]CC(=O)O[*],Eea,1.2063
[*]CCCCCC(=O)O[*],Eea,0.5062
[*]CCC(=O)O[*],Eea,0.7562
[*]Oc1ccc(CC([*])=O)cc1,Eea,1.5033
[*]Cc1ccc(C(=O)O[*])cc1,Eea,2.2574
[*]CCC(=O)N[*],Eea,1.1904
[*]CCCCCCC(=O)N[*],Eea,0.6934
[*]CC(=O)N[*],Eea,0.7672
[*]Nc1cccc(C([*])=O)c1,Eea,2.356
[*]Cc1ccc(C(=O)N[*])cc1,Eea,1.8315
[*]CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,Eea,0.9199
[*]OC(=O)c1ccc(C([*])=O)cc1,Eea,3.2451
[*]Oc1ccc(OC([*])=O)cc1,Eea,1.4499
[*]CCCN[*],Eea,0.5296
[*]Oc1ccc(C(=O)c2ccc([*])cc2)cc1,Eea,2.4594
[*]c1ccc([*])cc1,Eea,2.6013
[*]CCc1ccc(-c2ccc([*])cc2)cc1,Eea,1.482
[*]OC1C(CO)OC([*])C(O)C1O,Eea,0.8344
[*]Cc1ccc(CO[*])cc1,Eea,1.6106
[*]CCOCCOC(=O)O[*],Eea,0.4954
[*]CCC(O[*])(C(F)(F)F)C(F)(F)F,Eea,0.4911
[*]c1ccc([*])s1,Eea,2.9681
[*]Oc1ccc(-c2ccc(C([*])=O)cc2)cc1,Eea,2.4015
[*]Nc1ccc([*])cc1,Eea,0.9827
[*]c1cccc([*])n1,Eea,2.2143
[*]CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)[*],Eea,1.5606
[*]C(S1)=CC=C1C(S2)=CC=C2[*],Eea,2.9681
[*]C(OC1=C2)=NC1=CC=C2C(=NC3=C4)OC3=CC=C4[*],Eea,3.155
[*]CC(C=C1)=CC=C1C[*],Eea,0.8499
[*]CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)[*],Eea,0.7602
[*]CC(C1=CC=CC=N1)CC(C2=CC=CC=N2)CC(C3=CC=CC=N3)[*],Eea,1.1922
[*]C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(=S)[*],Eea,3.9365
[*]C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3O[*],Eea,2.4093
[*]C(S1)=CC=C1C(S2)=CC=C2OC(=S)[*],Eea,3.2944
[*]C(S1)=CC=C1C(=S)C(S2)=CC=C2O[*],Eea,3.4574
[*]C(S1)=CC=C1C(=S)OC(=S)[*],Eea,4.0075
[*]C(S1)=CC=C1OC(S2)=CC=C2O[*],Eea,1.3443
[*]C(S1)=CC=C1OC(=S)O[*],Eea,2.5249
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],Eea,2.752
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3O[*],Eea,1.7103
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3C(S4)=CC=C4[*],Eea,2.3385
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3C(=S)[*],Eea,3.3503
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3O[*],Eea,1.8588
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3[*],Eea,3.6267
[*]C(C=C1)=CC=C1C(S2)=CC=C2OC(S3)=CC=C3[*],Eea,2.1082
[*]C(C=C1)=CC=C1C(S2)=CC=C2OC(=S)[*],Eea,2.8418
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3O[*],Eea,1.897
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(S4)=CC=C4[*],Eea,2.2963
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(=S)[*],Eea,3.0264
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3O[*],Eea,1.6576
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)O[*],Eea,2.7321
